date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:10:16	48053/48053	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fb-bbb5%22	https://html.bslthemes.com/onovo/index.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/index-2.html	(from https://html.bslthemes.com/onovo/)
22:10:17	9920/9920	---M--	200	added ('OK')	image/png	etag:%2265034721-26c0%22	https://html.bslthemes.com/onovo/assets/images/logo-black.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/logo-black.png	(from https://html.bslthemes.com/onovo/)
22:10:17	10531/10531	---M--	200	added ('OK')	image/png	etag:%2265034722-2923%22	https://html.bslthemes.com/onovo/assets/images/logo-main.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/logo-main.png	(from https://html.bslthemes.com/onovo/)
22:10:17	74170/74170	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fd-121ba%22	https://html.bslthemes.com/onovo/home-digital-agency.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/home-digital-agency.html	(from https://html.bslthemes.com/onovo/)
22:10:18	62469/62469	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fd-f405%22	https://html.bslthemes.com/onovo/home-showcase.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/home-showcase.html	(from https://html.bslthemes.com/onovo/)
22:10:18	12185/12185	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fd-2f99%22	https://html.bslthemes.com/onovo/home-parallax.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/home-parallax.html	(from https://html.bslthemes.com/onovo/)
22:10:18	44945/44945	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fc-af91%22	https://html.bslthemes.com/onovo/about-us.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/about-us.html	(from https://html.bslthemes.com/onovo/)
22:10:18	30489/30489	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fb-7719%22	https://html.bslthemes.com/onovo/team.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/team.html	(from https://html.bslthemes.com/onovo/)
22:10:19	27211/27211	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fc-6a4b%22	https://html.bslthemes.com/onovo/team-detail.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/team-detail.html	(from https://html.bslthemes.com/onovo/)
22:10:19	31345/31345	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fc-7a71%22	https://html.bslthemes.com/onovo/services.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/services.html	(from https://html.bslthemes.com/onovo/)
22:10:19	23517/23517	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fc-5bdd%22	https://html.bslthemes.com/onovo/service-detail.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/service-detail.html	(from https://html.bslthemes.com/onovo/)
22:10:19	25189/25189	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fb-6265%22	https://html.bslthemes.com/onovo/pricing-plans.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/pricing-plans.html	(from https://html.bslthemes.com/onovo/)
22:10:20	24196/24196	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fc-5e84%22	https://html.bslthemes.com/onovo/faq.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/faq.html	(from https://html.bslthemes.com/onovo/)
22:10:20	20318/20318	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fb-4f5e%22	https://html.bslthemes.com/onovo/projects.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/projects.html	(from https://html.bslthemes.com/onovo/)
22:10:20	23779/23779	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fb-5ce3%22	https://html.bslthemes.com/onovo/projects-list.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/projects-list.html	(from https://html.bslthemes.com/onovo/)
22:10:20	20517/20517	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fb-5025%22	https://html.bslthemes.com/onovo/projects-side.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/projects-side.html	(from https://html.bslthemes.com/onovo/)
22:10:20	20264/20264	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fb-4f28%22	https://html.bslthemes.com/onovo/projects-masonry.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/projects-masonry.html	(from https://html.bslthemes.com/onovo/)
22:10:21	20318/20318	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fb-4f5e%22	https://html.bslthemes.com/onovo/projects-3-column.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/projects-3-column.html	(from https://html.bslthemes.com/onovo/)
22:10:21	20654/20654	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fd-50ae%22	https://html.bslthemes.com/onovo/gallery.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/gallery.html	(from https://html.bslthemes.com/onovo/)
22:10:21	19991/19991	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fb-4e17%22	https://html.bslthemes.com/onovo/project-detail.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/project-detail.html	(from https://html.bslthemes.com/onovo/)
22:10:21	19959/19959	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fc-4df7%22	https://html.bslthemes.com/onovo/blog.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/blog.html	(from https://html.bslthemes.com/onovo/)
22:10:22	22112/22112	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fc-5660%22	https://html.bslthemes.com/onovo/blog-list.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/blog-list.html	(from https://html.bslthemes.com/onovo/)
22:10:22	22729/22729	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fc-58c9%22	https://html.bslthemes.com/onovo/blog-detail.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/blog-detail.html	(from https://html.bslthemes.com/onovo/)
22:10:22	20490/20490	---MCZ	200	added ('OK')	text/html	etag:W/%22650346fc-500a%22	https://html.bslthemes.com/onovo/contact-us.html	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/contact-us.html	(from https://html.bslthemes.com/onovo/)
22:10:23	344/344	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265034727-158%22	https://html.bslthemes.com/onovo/assets/images/title_icon.svg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/title_icon.svg	(from https://html.bslthemes.com/onovo/)
22:10:23	1678/1678	---M--	200	added ('OK')	image/png	etag:%2265034721-68e%22	https://html.bslthemes.com/onovo/assets/images/serv-icon1.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/serv-icon1.png	(from https://html.bslthemes.com/onovo/)
22:10:24	1960/1960	---M--	200	added ('OK')	image/png	etag:%2265034722-7a8%22	https://html.bslthemes.com/onovo/assets/images/serv-icon2.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/serv-icon2.png	(from https://html.bslthemes.com/onovo/)
22:10:24	2001/2001	---M--	200	added ('OK')	image/png	etag:%2265034722-7d1%22	https://html.bslthemes.com/onovo/assets/images/serv-icon3.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/serv-icon3.png	(from https://html.bslthemes.com/onovo/)
22:10:24	91504/91504	---M--	200	added ('OK')	image/jpeg	etag:%226503472a-16570%22	https://html.bslthemes.com/onovo/assets/images/project-n01-3-1200x900.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/project-n01-3-1200x900.jpg	(from https://html.bslthemes.com/onovo/)
22:10:25	51682/51682	---M--	200	added ('OK')	image/jpeg	etag:%226503472b-c9e2%22	https://html.bslthemes.com/onovo/assets/images/project-2-2-1200x982.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/project-2-2-1200x982.jpg	(from https://html.bslthemes.com/onovo/)
22:10:25	49501/49501	---M--	200	added ('OK')	image/jpeg	etag:%226503472b-c15d%22	https://html.bslthemes.com/onovo/assets/images/project-2-1200x988.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/project-2-1200x988.jpg	(from https://html.bslthemes.com/onovo/)
22:10:26	173442/173442	---M--	200	added ('OK')	image/jpeg	etag:%2265034722-2a582%22	https://html.bslthemes.com/onovo/assets/images/project-4.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/project-4.jpg	(from https://html.bslthemes.com/onovo/)
22:10:26	280/280	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2024%20Sep%202023%2020:13:45%20GMT	https://html.bslthemes.com/onovo/facebook.com	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/facebook.com	(from https://html.bslthemes.com/onovo/)
22:10:26	280/280	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2024%20Sep%202023%2020:13:45%20GMT	https://html.bslthemes.com/onovo/linkedin.com	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/linkedin.com	(from https://html.bslthemes.com/onovo/)
22:10:27	96269/96269	---M--	200	added ('OK')	image/jpeg	etag:%2265034729-1780d%22	https://html.bslthemes.com/onovo/assets/images/project-3-1200x750.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/project-3-1200x750.jpg	(from https://html.bslthemes.com/onovo/)
22:10:27	165823/165823	---M--	200	added ('OK')	image/png	etag:%2265034726-287bf%22	https://html.bslthemes.com/onovo/assets/images/team-2-t-min.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/team-2-t-min.png	(from https://html.bslthemes.com/onovo/)
22:10:28	151238/151238	---M--	200	added ('OK')	image/png	etag:%226503472b-24ec6%22	https://html.bslthemes.com/onovo/assets/images/team-7-t-min.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/team-7-t-min.png	(from https://html.bslthemes.com/onovo/)
22:10:28	155621/155621	---M--	200	added ('OK')	image/png	etag:%2265034729-25fe5%22	https://html.bslthemes.com/onovo/assets/images/team-1-t-min.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/team-1-t-min.png	(from https://html.bslthemes.com/onovo/)
22:10:29	144292/144292	---M--	200	added ('OK')	image/png	etag:%226503472e-233a4%22	https://html.bslthemes.com/onovo/assets/images/team-6-t-min.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/team-6-t-min.png	(from https://html.bslthemes.com/onovo/)
22:10:29	232969/232969	---M--	200	added ('OK')	image/jpeg	etag:%226503472b-38e09%22	https://html.bslthemes.com/onovo/assets/images/posts1.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/posts1.jpg	(from https://html.bslthemes.com/onovo/)
22:10:29	196754/196754	---M--	200	added ('OK')	image/jpeg	etag:%2265034728-30092%22	https://html.bslthemes.com/onovo/assets/images/cta-bg-1.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/cta-bg-1.jpg	(from https://html.bslthemes.com/onovo/)
22:10:30	94464/94464	---M--	200	added ('OK')	image/jpeg	etag:%2265034727-17100%22	https://html.bslthemes.com/onovo/assets/images/posts3-1000x667.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/posts3-1000x667.jpg	(from https://html.bslthemes.com/onovo/)
22:10:30	96325/96325	---M--	200	added ('OK')	image/png	etag:%226503472b-17845%22	https://html.bslthemes.com/onovo/assets/images/cta-circle2.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/cta-circle2.png	(from https://html.bslthemes.com/onovo/)
22:10:30	123363/123363	---M--	200	added ('OK')	image/jpeg	etag:%2265034729-1e1e3%22	https://html.bslthemes.com/onovo/assets/images/post1-1000x667.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/post1-1000x667.jpg	(from https://html.bslthemes.com/onovo/)
22:10:30	109200/109200	---M--	200	added ('OK')	image/jpeg	etag:%2265034727-1aa90%22	https://html.bslthemes.com/onovo/assets/images/post4-1000x667.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/post4-1000x667.jpg	(from https://html.bslthemes.com/onovo/)
22:10:30	9860/9860	---M--	200	added ('OK')	image/png	etag:%2265034722-2684%22	https://html.bslthemes.com/onovo/assets/images/brand1.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/brand1.png	(from https://html.bslthemes.com/onovo/)
22:10:31	8808/8808	---M--	200	added ('OK')	image/png	etag:%2265034722-2268%22	https://html.bslthemes.com/onovo/assets/images/brand2.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/brand2.png	(from https://html.bslthemes.com/onovo/)
22:10:31	10139/10139	---M--	200	added ('OK')	image/png	etag:%2265034721-279b%22	https://html.bslthemes.com/onovo/assets/images/brand3.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/brand3.png	(from https://html.bslthemes.com/onovo/)
22:10:31	13068/13068	---M--	200	added ('OK')	image/png	etag:%2265034724-330c%22	https://html.bslthemes.com/onovo/assets/images/brand4.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/brand4.png	(from https://html.bslthemes.com/onovo/)
22:10:31	9974/9974	---M--	200	added ('OK')	image/png	etag:%2265034723-26f6%22	https://html.bslthemes.com/onovo/assets/images/brand5.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/brand5.png	(from https://html.bslthemes.com/onovo/)
22:10:31	10637/10637	---M--	200	added ('OK')	image/png	etag:%2265034724-298d%22	https://html.bslthemes.com/onovo/assets/images/brand6.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/brand6.png	(from https://html.bslthemes.com/onovo/)
22:10:32	11267/11267	---M--	200	added ('OK')	image/png	etag:%2265034725-2c03%22	https://html.bslthemes.com/onovo/assets/images/brand7.png	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/brand7.png	(from https://html.bslthemes.com/onovo/)
22:10:33	101336/101336	---M--	200	added ('OK')	image/jpeg	etag:%226503472b-18bd8%22	https://html.bslthemes.com/onovo/assets/images/post5-1024x683.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/post5-1024x683.jpg	(from https://html.bslthemes.com/onovo/)
22:10:34	1861662/1861662	---M--	200	added ('OK')	video/mp4	etag:%2265034726-1c681e%22	https://html.bslthemes.com/onovo/assets/images/stvideo.mp4	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/stvideo.mp4	(from https://html.bslthemes.com/onovo/)
22:10:35	113555/113555	---M--	200	added ('OK')	image/jpeg	etag:%226503472d-1bb93%22	https://html.bslthemes.com/onovo/assets/images/post4-1024x683.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/post4-1024x683.jpg	(from https://html.bslthemes.com/onovo/)
22:10:35	298992/298992	---M--	200	added ('OK')	image/jpeg	etag:%226503472b-48ff0%22	https://html.bslthemes.com/onovo/assets/images/post4.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/post4.jpg	(from https://html.bslthemes.com/onovo/)
22:10:35	306890/306890	---M--	200	added ('OK')	image/jpeg	etag:%226503472d-4aeca%22	https://html.bslthemes.com/onovo/assets/images/post3.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/post3.jpg	(from https://html.bslthemes.com/onovo/)
22:10:35	281891/281891	---M--	200	added ('OK')	image/jpeg	etag:%226503472b-44d23%22	https://html.bslthemes.com/onovo/assets/images/post5.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/post5.jpg	(from https://html.bslthemes.com/onovo/)
22:10:35	109824/109824	---M--	200	added ('OK')	image/jpeg	etag:%226503472d-1ad00%22	https://html.bslthemes.com/onovo/assets/images/post3-1024x683.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/post3-1024x683.jpg	(from https://html.bslthemes.com/onovo/)
22:10:36	128071/128071	---M--	200	added ('OK')	image/jpeg	etag:%2265034722-1f447%22	https://html.bslthemes.com/onovo/assets/images/post1-1024x683.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/post1-1024x683.jpg	(from https://html.bslthemes.com/onovo/)
22:10:36	312846/312846	---M--	200	added ('OK')	image/jpeg	etag:%226503472d-4c60e%22	https://html.bslthemes.com/onovo/assets/images/post1.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/post1.jpg	(from https://html.bslthemes.com/onovo/)
22:10:36	79470/79470	---M--	200	added ('OK')	image/jpeg	etag:%2265034721-1366e%22	https://html.bslthemes.com/onovo/assets/images/post6-1024x683.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/post6-1024x683.jpg	(from https://html.bslthemes.com/onovo/)
22:10:37	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%226503470c-15d9d%22	https://html.bslthemes.com/onovo/assets/js/jquery.min.js	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/js/jquery.min.js	(from https://html.bslthemes.com/onovo/)
22:10:37	265156/265156	---M--	200	added ('OK')	image/jpeg	etag:%226503472c-40bc4%22	https://html.bslthemes.com/onovo/assets/images/post6.jpg	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/images/post6.jpg	(from https://html.bslthemes.com/onovo/)
22:10:37	80821/80821	---MCZ	200	added ('OK')	application/javascript	etag:W/%226503470b-13bb5%22	https://html.bslthemes.com/onovo/assets/js/bootstrap.js	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/js/bootstrap.js	(from https://html.bslthemes.com/onovo/)
22:10:37	139191/139191	---MCZ	200	added ('OK')	application/javascript	etag:W/%226503470b-21fb7%22	https://html.bslthemes.com/onovo/assets/js/swiper.js	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/js/swiper.js	(from https://html.bslthemes.com/onovo/)
22:10:37	3802/3802	---MCZ	200	added ('OK')	application/javascript	etag:W/%226503470b-eda%22	https://html.bslthemes.com/onovo/assets/js/splitting.js	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/js/splitting.js	(from https://html.bslthemes.com/onovo/)
22:10:37	3128/3128	---MCZ	200	added ('OK')	application/javascript	etag:W/%226503470b-c38%22	https://html.bslthemes.com/onovo/assets/js/scroll-out.js	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/js/scroll-out.js	(from https://html.bslthemes.com/onovo/)
22:10:38	10149/10149	---MCZ	200	added ('OK')	application/javascript	etag:W/%226503470b-27a5%22	https://html.bslthemes.com/onovo/assets/js/jquery.pagepiling.js	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/js/jquery.pagepiling.js	(from https://html.bslthemes.com/onovo/)
22:10:38	2858/2858	---MCZ	200	added ('OK')	application/javascript	etag:W/%226503470c-b2a%22	https://html.bslthemes.com/onovo/assets/js/jquery.easy_number_animate.js	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/js/jquery.easy_number_animate.js	(from https://html.bslthemes.com/onovo/)
22:10:38	41742/41742	---MCZ	200	added ('OK')	application/javascript	etag:W/%226503470b-a30e%22	https://html.bslthemes.com/onovo/assets/js/magnific-popup.js	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/js/magnific-popup.js	(from https://html.bslthemes.com/onovo/)
22:10:38	5595/5595	---MCZ	200	added ('OK')	application/javascript	etag:W/%226503470c-15db%22	https://html.bslthemes.com/onovo/assets/js/imagesloaded.pkgd.js	C:/Users/Bonga/Downloads/OneDrive/Desktop/23DIGITAL/DV9NDOOH/html.bslthemes.com/onovo/assets/js/imagesloaded.pkgd.js	(from https://html.bslthemes.com/onovo/)
